<<<<<<< HEAD
Assembler,Developer,FOSS,License,Instruction set,Host platform
Atari Assembler Editor,Shepardson Microsystems,No,Proprietary,MOS Technology 6502,Atari 8-bit family
Atari Macro Assembler,Shepardson Microsystems,No,Proprietary,MOS Technology 6502,Atari 8-bit family
Lisa,Randall Hyde,No,Proprietary,MOS Technology 6502,Apple II series
MAC/65,Optimized Systems Software,No,Proprietary,"MOS Technology 6502, WDC 65C02",Atari 8-bit family
Merlin,Glen Bredon,Yes,Public-domain,"MOS Technology 6502, WDC 65C02",Apple II series
vasm,"Volker Barthelmann, Frank Wille",,Free,MOS Technology 6502,various
k2asm,"Andre Kaesmacher, Hauke Brandes, Börje Sieling",Yes,Artistic License,MOS Technology 6502,"Linux, Windows, macOS, possibly other Unices"
rmac,"James Hammons, George Nakos, Landon Dyer",Yes,Free,MOS Technology 6502,"Linux, Windows, macOS"
=======
Assembler,Developer,FOSS,License,Instruction set,Host platform,Development active
ASM-One Macro Assembler,Rune Gram-Madsen,No,Free,Motorola 680x0,Commodore Amiga,No
vasm,"Volker Barthelmann, Frank Wille",No,Proprietary,Motorola 680x0,various,Yes
rmac,"James Hammons, George Nakos, Landon Dyer",Yes,Free,MOS Technology 6502,"Linux, Windows, macOS",Yes
>>>>>>> ff4582384893868142f1b485861afa33c91d9c67
