<<<<<<< HEAD
Model,Launch,Code name,Bus interface,Core clock (MHz),Memory clock (MHz),Core config1,Fillrate,,,,Memory,,,,API support,
,,,,,,,MOperations/s,MPixels/s,MTexels/s,MVertices/s,Size (MB),Bandwidth (GB/s),Bus type,Bus width (bit),Direct3D,OpenGL
GeForce4 Go 410,"February 6, 2002",NV17M,AGP 8×,200,200,2:0:4:2,400,400,800,0,16,1.6,SDR,64,8.0a,1.3
GeForce4 Go 420,,,,,400,,,,,,32,3.2,DDR,,,
GeForce4 Go 440,,,,220,440,,440,440,880,,64,7.04,,128,,
GeForce4 Go 460,"October 14, 2002",,,250,500,,500,500,1000,,,8,,,,
GeForce4 Go 488,,NV18M,,300,550,,600,600,1200,,,8.8,,,,
GeForce4 Go 4200,"November 14, 2002",NV28M,,200,400,4:2:8:4,800,800,1600,100,,6.4,,,,
=======
Model,Code name,Fab (nm),Bus interface,Core clock (MHz),Shader clock (MHz),Memory clock (MHz),Core config1,Fillrate,,Memory,,,,Processing power[198][199] (GFLOPS),,Supported API version,,TBP (Watts),Notes
,,,,,,,,Pixel (GP/s),Texture (GT/s),Size (MB),Bandwidth (GB/s),Bus type,Bus width (bit),Single precision,Double precision,Direct3D,OpenGL,,
Quadro,NV10GL,220,AGP 4×,135,135,166,0:4:4:4,0.54,0.54,64,2.66,SDR,128,,,7,1.2,,
Quadro DDR,,,,135,135,333,,,,,5.312,DDR,,,,,,,
Quadro2 MXR,NV11GL,180,,200,175,183,0:2:4:2,0.4,0.4,,2.93,SDR,,,,,,,
Quadro2 EX,,,,175,,166,,0.35,0.35,,2.7,,,,,,,,
Quadro2 PRO,NV15GL,150,,250,250,400,0:4:8:4,1,2,,6.4,DDR,,,,,,,
Quadro DCC,NV20GL,180,,200,200,460,1:4:8:4,.8,1.6,128,7.4,,,,8,1.4,,,
Quadro4 380XGL,NV18GL,150,AGP 8×,275,275,513,0:2:4:2,.55,1.1,,8.2,,,,7,,,,
Quadro4 500XGL,NV17GL,,AGP 4×,250,250,166,,.5,1,,2.7,SDR,,,,,,,
Quadro4 550XGL,,,,270,270,400,,.59,1.08,64,6.4,DDR,,,,,,,
Quadro4 580XGL,NV18GL,,AGP 8×,300,300,,,1.2,1.2,,,,,,,,,,
Quadro4 700XGL,NV25,,AGP 4×,275,275,550,2:4:8:4,1.1,2.2,,8.8,,,,8,,,,
Quadro4 750XGL,,,,,,,,,,128,,,,,,1.5,Stereo display,,
Quadro4 900XGL,,,,300,300,650,,1.2,2.4,,10.4,,,,,1.4,,,
Quadro4 980XGL,NV28GL,,AGP 8×,,,,,,,,,,,,,,,,
Model,Code name,Fab (nm),Bus interface,Core clock (MHz),Shader clock (MHz),Memory clock (MHz),Core config1,Pixel (GP/s),Texture (GT/s),Size (MB),Bandwidth (GB/s),Bus type,Bus width (bit),Single precision,Double precision,Direct3D,OpenGL,TBP (Watts),Features
,,,,,,,,Fillrate,,Memory,,,,Processing power (GFLOPS)[198][199],,Supported API version,,,
>>>>>>> ff4582384893868142f1b485861afa33c91d9c67
