<<<<<<< HEAD
Model,Code name,Fab (nm),Bus interface,Core clock (MHz),Shader clock (MHz),Memory clock (MHz),Core config1*,Fillrate,,Memory,,,,Processing power (GFLOPS)[199][200],,Supported API version,,TBP (Watts),Notes
,,,,,,,,Pixel (GP/s),Texture (GT/s),Size (MB),Bandwidth (GB/s),Bus type,Bus width (bit),Single precision,Double precision,Direct3D,OpenGL,,
Quadro FX 500,NV34GL,150,AGP 8×,270,270,480,1:4:4:4,1.08,1.08,128,7.687,DDR,128,,,9.0,2.0,,Stereo display
Quadro FX 600,NV34GL,,PCI,350,350,800,,1,1,256,7.8,,,,,,,,
Quadro FX 700,NV35GL,,AGP 8×,275,275,550,3:4:4:4,1.1,1.1,128,8.8,,,,,,,,
Quadro FX 1000,NV30GL,130,,300,300,600,2:4:8:4,1.2,2.4,,9.6,DDR2,,,,,,,
Quadro FX 1100,NV36GL,,,425,425,648,3:4:4:4,1.7,1.7,,10.1,,,,,,,,
Quadro FX 2000,NV30GL,,,400,400,800,2:4:8:4,1.6,3.2,,12.8,,,,,,,,
Quadro FX 3000,NV35GL,,,,,850,3:4:8:4,,,256,27.2,DDR,256,,,,,,
Quadro FX 3000G,,,,,,,,,,,27.2,,,,"Stereo display, Genlock",,,,
Quadro FX 4000,NV40GL,,,375,375,1000,5:12:12:8,3,4.5,,32.0,GDDR3,,,9.0c,2.1,142,Stereo display,
Quadro FX 4000 SDI,,,,,,,,,,,,,,,,,,"Stereo display, Genlock",
=======
Model,Launch,Code name,Fab (nm),Bus interface,Core config1,Clock speed,,,Fillrate,,Memory,,,,Supported API version,,Processing power (GFLOPS)2,TBP (Watts),Notes
,,,,,,Core (MHz),Shader (MHz),Memory (MHz),Pixel (GP/s),Texture (GT/s),Size (MB),Bandwidth (GB/s),Bus type,Bus width (bit),Direct3D,OpenGL,,,
GeForce GT 520M,"January 5, 2011",GF119,40,PCIe 2.0 ×16,48:8:4,740,1480,1600,2.96,5.92,1024,12.8,DDR3,64,12,4.5,142.08,12,Similar to Desktop 510/520
GeForce GT 520M,,GF108,,,96:16:4,515,1030,,2.06,8.24,,,,,,,197.76,20,"Noticed in Lenovo laptops, similar to Desktop 530/430/440"
GeForce GT 520MX,"May 30, 2011",GF119,,,48:8:4,900,1800,1800,3.6,7.2,,14.4,,,,,172.8,,Similar to Desktop 510 & GT520
GeForce GT 525M,"January 5, 2011",GF108,,,96:16:4,600,1200,,2.4,9.6,,28.8,,128,,,230.4,20–23,Similar to Desktop GT 530/430/440
GeForce GT 540M,,,,,,672,1344,,2.688,10.752,2048 1024,,,,,,258.048,32–35,Similar to Desktop GT 530/440
GeForce GT 550M,,GF108 GF1062,,,96:16:4 144:24:162,740 475,1480 950,1800 1800,2.96,11.84,1024,,,,,,284.16 312.6,,
GeForce GT 555M,,GF106 GF108,,,144:24:24 144:24:16 96:16:4,590 650 753,1180 1300 1506,1800 1800 3138,14.6 10.4 3,14.6 15.6 12,1536 2048 1024,43.2 28.8 50.2,DDR3 DDR3 GDDR5,192 128 128,,,339.84 374.4 289.15,30–35,Similar to Desktop GT545
GeForce GTX 560M,"May 30, 2011",GF116,,,192:32:16 192:32:24,775,1550,2500,18.6,24.8,"2048 1536, 3072",40.0 60.0,GDDR5,128 192,,,595.2,75,Similar to Desktop GTX 550Ti
GeForce GTX 570M[128],"June 28, 2011",GF114,,,336:56:24,575,1150,3000,13.8,32.2,1536,72.0,,192,,,772.8,,Similar to Desktop GTX 560
GeForce GTX 580M,,,,,384:64:32,620,1240,,19.8,39.7,2048,96.0,,256,,,952.3,100,Similar to Desktop GTX 560 Ti
>>>>>>> ff4582384893868142f1b485861afa33c91d9c67
