<<<<<<< HEAD
,Integer,Single precision,Double precision,Half and Quadruple precision etc.
Ada[1],,Complexgeneric type[b],Complexgeneric type[b],Complexgeneric type[b]
ALGOL 68,,compl,long compl etc.,short compl etc. & long long compl etc.
C (C99) [9],,float complex,double complex,rowspan=7 
C++ (STL),,std::complex<float>,std::complex<double>,
C#,,,System.Numerics.Complex (.NET 4.0),
Java,,,,
Go,,complex64,complex128,
D,,cfloat,cdouble,
Objective-C,,,,
Common Lisp,(complex integer),(complex single-float),(complex double-float),complex
Scheme,,,,rowspan=4 
Pascal,,,,
Visual Basic,,,,
Visual Basic .NET,,,System.Numerics.Complex (.NET 4.0),
Perl,,,Math::Complex,
Raku,,complex64,complex128,Complex
Python,,,complex,rowspan=15 
JavaScript,,,,
S-Lang,,,,
Fortran,,COMPLEX(KIND = n)complex kinds[a],,
Ruby,Complex,,Complex,
Scala,,,,
Seed7,,,complex,
Smalltalk,Complex,Complex,Complex,
Windows PowerShell,,,,
OCaml,,,Complex.t,
F#,,,System.Numerics.Complex (.NET 4.0),
Standard ML,,,,
Haskell (GHC),,Complex.Complex Float,Complex.Complex Double,
Eiffel,,,,
COBOL,,,,
Mathematica,Complex,,,Complex
=======
,Simple composite types,,Algebraic data types,Unions
,Records,Tuple expression,,
Ada[1],type identifier is «abstract» «tagged» «limited» [record<dl><dd>fieldname1 : type;</dd><dd>fieldname2 : type;</dd></dl>... end record |null record],,"Any combination of records, unions and enumerations (as well as references to those, enabling recursive types).",type identifier (variation : discrete_type) is record<dl><dd>case variation is<dl><dd>when choice_list1 =><dl><dd>fieldname1 : type;</dd><dd>...</dd></dl></dd></dl><dl><dd>when choice_list2 =><dl><dd>fieldname2 : type;</dd><dd>...</dd></dl></dd></dl><dl><dd>...</dd></dl>end case;</dd></dl>end record
ALGOL 68,"struct (modename «fieldname», ...);",Required types and operators can be user defined,,"union (modename, ...);"
C (C99),struct «name» {type name;...};,rowspan=2 ,rowspan=3 ,union {type name;...};
Objective-C,,,,
C++,struct «name» {type name;...;C++'s struct[b],«std::»tuple<type1..typen>,,
C#,struct name {type name;...},"(val1, val2, ... )",,rowspan=3 
Java,just classes[a],,,
JavaScript,,,,
D,struct name {type name;...},,"std.variant.Algebraic!(type,...)",union {type name;...}
Go,struct {<dl><dd>«name» type ...</dd></dl>},,,
Rust,"struct name {name: type, ...}","(val1, val2, ... )","enum name { Foo(types), ...}","union name {name: type, ...}"
Swift,struct name {<dl><dd>var name «: type» ...</dd></dl>},"(«name1:» val1, «name2:» val2, «name3:» val3, ... )",enum name { case Foo«(types)» case Bar «(types)» ... },
Common Lisp,(defstruct name slot-name (slot-name initial-value) (slot-name initial-value :type type) ...),(cons val1 val2)pair only[c],,
Scheme,,,,
ISLISP,,,,
Pascal,record<dl><dd>name: type; ...</dd></dl>end,,,record<dl><dd>case type of value: (types); ...</dd></dl>end
Visual Basic,,,,
Visual Basic .NET,Structure name <dl><dd> Dim name As type ... </dd></dl> End Structure,"(val1, val2, ... )",,
Python,just classes[a],"«(»val1, val2, val3, ... «)»",,
S-Lang,"struct {name [=value], ...}",,,
Fortran,TYPE name <dl><dd> type :: name ... </dd></dl> END TYPE,,,
PHP,just classes[a],,,
Perl,Perl's records[d],,,rowspan=3 
Raku,just classes[a],,,
Ruby,lang=ruby1=OpenStruct.new({:name => value),,,
Scala,"case class name(«var» name: type, ...)","(val1, val2, val3, ... )",abstract class name case class Foo(«parameters») extends name case class Bar(«parameters») extends name ... or abstract class name case object Foo extends name case object Bar extends name ... or combination of case classes and case objects,
Windows PowerShell,,,,
OCaml,type name = {«mutable» name : type;...},"«(»val1, val2, val3, ... «)»",type name = Foo «of type» | Bar «of type» | ...,rowspan=4 
F#,,,,
Standard ML,"type name = {name : type,...}","(val1, val2, val3, ... )",Bar «of type» | ...,
Haskell,"data Name = Constr {name :: type,...}",,Bar «types» | ...,
COBOL,level-number name type clauses. level-number+n name type clauses. ...,,,name REDEFINES variable type.
>>>>>>> ff4582384893868142f1b485861afa33c91d9c67
