<<<<<<< HEAD
Name,Parsing algorithm,Output languages,"Grammar, code",Development platform,License
AustenX,Packrat (modified),Java,Separate,All,"
Aurochs,Packrat,"C, OCaml, Java",Mixed,All,"
BNFlite,Recursive descent,C++,Mixed,All,"
Canopy,Packrat,"Java, JavaScript, Python, Ruby",Separate,All,"
CL-peg,Packrat,Common Lisp,Mixed,All,"
Drat!,Packrat,D,Mixed,All,"
Frisby,Packrat,Haskell,Mixed,All,"
grammar::peg,Packrat,Tcl,Mixed,All,"
Grako,Packrat + Cut + Left Recursion,"Python, C++ (beta)",Separate,All,"
IronMeta,Packrat,C#,Mixed,Windows,"
Laja,2-phase scannerless top-down backtracking + runtime support,Java,Separate,All,"
lars::Parser,Packrat (supporting left-recursion and grammar ambiguity),C++,Identical,All,"
LPeg,Parsing machine,Lua,Mixed,All,"
lug,Parsing machine,C++17,Mixed,All,"
Mouse,Recursive descent,Java,Separate,Java virtual machine,"
Narwhal,Packrat,C,Mixed,"POSIX, Windows","
Nearley,Earley,JavaScript,Mixed,All,"
Nemerle.Peg,Recursive descent + Pratt,Nemerle,Separate,All,"
neotoma,Packrat,Erlang,Separate,All,"
NPEG,Recursive descent,C#,Mixed,All,"
OMeta,"Packrat (modified, partial memoization)","JavaScript, Squeak, Python",Mixed,All,"
PackCC,Packrat (modified),C,Mixed,All,"
Packrat,Packrat,Scheme,Mixed,All,"
Pappy,Packrat,Haskell,Mixed,All,"
parboiled,Recursive descent,"Java, Scala",Mixed,Java virtual machine,"
Lambda PEG,Recursive descent,Java,Mixed,Java virtual machine,"
parsepp,Recursive descent,C++,Mixed,All,"
Parsnip,Packrat,C++,Mixed,Windows,"
Patterns,Parsing machine,Swift,Identical,All,"
peg,Recursive descent,C,Mixed,All,"
PEG.js,Packrat (partial memoization),JavaScript,Mixed,All,"
Pegasus,"Recursive descent, Packrat (selectively)",C#,Mixed,Windows,"
pegc,Recursive descent,C,Mixed,All,"
pest,Recursive descent,Rust,Separate,All,"
PetitParser,Packrat,"Smalltalk, Java, Dart",Mixed,All,"
PEGTL,Recursive descent,C++11,Mixed,All,"
Parser Grammar Engine (PGE),Hybrid recursive descent / operator precedence[7],Parrot bytecode,Mixed,Parrot virtual machine,"
PyPy rlib,Packrat,Python,Mixed,All,"
Rats!,Packrat,Java,Mixed,Java virtual machine,"
Spirit2,Recursive descent,C++,Mixed,All,"
Treetop,Recursive descent,Ruby,Mixed,All,"
Yard,Recursive descent,C++,Mixed,All,"
Waxeye,Parsing machine,"C, Java, JavaScript, Python, Racket, Ruby",Separate,All,"
PHP PEG,PEG Parser?,PHP,Mixed,All,"
=======
Name,Lexer algorithm,Output languages,"Grammar, code",Development platform,License
Alex,DFA,Haskell,Mixed,All,"
AnnoFlex,DFA,Java,Mixed,Java virtual machine,"
Astir,"DFA table driven, with branching",C++,Only grammar (actioned),All,"
AustenX,DFA,Java,Separate,All,"
C# Flex,DFA,C#,Mixed,.NET CLR,"
C# Lex,DFA,C#,Mixed,.NET CLR,?
CookCC,DFA,Java,Mixed,Java virtual machine,"
Dolphin,DFA,C++,Separate,All,
Flex,DFA table driven,"C, C++",Mixed,All,"
gelex,DFA,Eiffel,Mixed,Eiffel,"
golex,DFA,Go,Mixed,Go,"
gplex,DFA,C#,Mixed,.NET CLR,"
JFlex,DFA,Java,Mixed,Java virtual machine,"
JLex,DFA,Java,Mixed,Java virtual machine,"
lex,DFA,C,Mixed,POSIX,"
lexertl,DFA,C++,?,All,"
Quex,DFA direct code,"C, C++",Mixed,All,"
Ragel,DFA,"C, C++, assembly",Mixed,All,"
RE/flex,"DFA direct code, DFA table driven, and NFA regex libraries",C++,Mixed,All,"
re2c,DFA direct code,C,Mixed,All,"
>>>>>>> ff4582384893868142f1b485861afa33c91d9c67
